Symbol,GICS Sector,GICS Sub-Industry
TIBR,Finance,Business Services
TIBRU,Finance,Business Services
TIBRW,Finance,Business Services
TTTN,n/a,n/a
TTS,Consumer Services,Home Furnishings
TLRY,Consumer Durables,Specialty Chemicals
TSBK,Finance,Banks
TIPT,Finance,Property-Casualty Insurers
TITN,Consumer Services,Other Specialty Stores
TMDI,Health Care,Medical/Dental Instruments
TTNP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,Health Care,Hospital/Nursing Management
TIVO,Miscellaneous,Multi-Sector Companies
TLSA,Health Care,Major Pharmaceuticals
TKKS,Finance,Business Services
TKKSR,Finance,Business Services
TKKSU,Finance,Business Services
TKKSW,Finance,Business Services
TMUS,Public Utilities,Telecommunications Equipment
TMSR,Finance,Business Services
TOCA,Health Care,Major Pharmaceuticals
TNXP,Health Care,Major Pharmaceuticals
TISA,Technology,Computer peripheral equipment
TOPS,Transportation,Marine Transportation
TRCH,Energy,Oil & Gas Production
TRMD,Transportation,Marine Transportation
TOTA,Finance,Business Services
TOTAR,Finance,Business Services
TOTAU,Finance,Business Services
TOTAW,Finance,Business Services
TBLT,Capital Goods,Industrial Machinery/Components
TBLTU,Capital Goods,Industrial Machinery/Components
TBLTW,Capital Goods,Industrial Machinery/Components
TSEM,Technology,Semiconductors
CLUB,Consumer Services,Hotels/Resorts
TOWN,n/a,n/a
TPIC,Energy,Industrial Machinery/Components
TCON,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Consumer Services,RETAIL: Building Materials
TWMC,Consumer Services,Consumer Electronics/Video Chains
TACT,Technology,Computer peripheral equipment
TRNS,Capital Goods,Electrical Products
TGA,Energy,Oil & Gas Production
TBIO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TA,Consumer Durables,Automotive Aftermarket
TANNI,Consumer Durables,Automotive Aftermarket
TANNL,Consumer Durables,Automotive Aftermarket
TANNZ,Consumer Durables,Automotive Aftermarket
TZOO,Technology,EDP Services
TRMT,Consumer Services,Real Estate Investment Trusts
TRVN,Health Care,Major Pharmaceuticals
TPCO,Consumer Services,Newspapers/Magazines
TCDA,Health Care,Major Pharmaceuticals
TCBK,Finance,Major Banks
TDAC,Finance,Business Services
TDACU,Finance,Business Services
TDACW,Finance,Business Services
TRIL,Health Care,Major Pharmaceuticals
TRS,Capital Goods,Industrial Specialties
TRMB,Capital Goods,Industrial Machinery/Components
TRIB,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TMCX,Finance,Business Services
TMCXU,Finance,Business Services
TMCXW,Finance,Business Services
TRIP,Technology,"Computer Software: Programming, Data Processing"
TSC,Finance,Major Banks
TSCAP,Finance,Major Banks
TBK,Finance,Major Banks
TRVG,Technology,EDP Services
TROV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,Technology,"Computer Software: Programming, Data Processing"
THST,Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,Health Care,Medical Specialities
TRST,Finance,Major Banks
TRMK,Finance,Major Banks
TSRI,Technology,EDP Services
TTEC,Technology,Professional Services
TTMI,Technology,Electrical Products
TC,Miscellaneous,Business Services
TCX,Technology,EDP Services
TUES,Consumer Services,Department/Specialty Retail Stores
TOUR,Consumer Services,Transportation Services
HEAR,Consumer Durables,Telecommunications Equipment
TWLV,Finance,Business Services
TWLVR,Finance,Business Services
TWLVU,Finance,Business Services
TWLVW,Finance,Business Services
FOX,Consumer Services,Television Services
FOXA,Consumer Services,Television Services
TWIN,Technology,Industrial Machinery/Components
TWST,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRCB,Finance,Major Banks
TYME,Health Care,Major Pharmaceuticals
USCR,Capital Goods,Building Materials
PRTS,Consumer Services,Other Specialty Stores
USEG,Energy,Oil & Gas Production
GROW,Finance,Investment Managers
USAU,n/a,n/a
USWS,Energy,Oilfield Services/Equipment
USWSW,Energy,Oilfield Services/Equipment
UBNT,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,Capital Goods,Containers/Packaging
ULTA,Consumer Services,Other Specialty Stores
UCTT,Technology,Semiconductors
UPL,Energy,Oil & Gas Production
RARE,Health Care,Major Pharmaceuticals
ULBI,Miscellaneous,Industrial Machinery/Components
UMBF,Finance,Major Banks
UMPQ,Finance,Savings Institutions
UNAM,Finance,Property-Casualty Insurers
UBSH,Finance,Major Banks
UNB,Finance,Major Banks
QURE,Health Care,Major Pharmaceuticals
UBCP,Finance,Major Banks
UBOH,Finance,Major Banks
UBSI,Finance,Major Banks
UCBI,Finance,Major Banks
UCFC,Finance,Banks
UAL,Transportation,Air Freight/Delivery Services
UBNK,Finance,Banks
UFCS,Finance,Property-Casualty Insurers
UIHC,Finance,Property-Casualty Insurers
UNFI,Consumer Non-Durables,Food Distributors
UBFO,Finance,Major Banks
USLM,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,Health Care,Major Pharmaceuticals
UG,Consumer Non-Durables,Package Goods/Cosmetics
UNIT,Consumer Services,Real Estate Investment Trusts
UNTY,Finance,Major Banks
UBX,Health Care,Major Pharmaceuticals
OLED,Capital Goods,Electrical Products
UEIC,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,Basic Industries,Forest Products
ULH,Transportation,Trucking Freight/Courier Services
USAP,Basic Industries,Steel/Iron Ore
UVSP,Finance,Major Banks
UMRX,Health Care,Major Pharmaceuticals
UPLD,Technology,Computer Software: Prepackaged Software
UPWK,Technology,EDP Services
UONE,Consumer Services,Broadcasting
UONEK,Consumer Services,Broadcasting
URBN,Consumer Services,Clothing/Shoe/Accessory Stores
MYT,n/a,n/a
URGN,Health Care,Major Pharmaceuticals
UROV,Health Care,Major Pharmaceuticals
ECOL,Public Utilities,Environmental Services
USAT,Miscellaneous,Office Equipment/Supplies/Services
USATP,Miscellaneous,Office Equipment/Supplies/Services
USAK,Transportation,Trucking Freight/Courier Services
UTMD,Health Care,Medical/Dental Instruments
UTSI,Consumer Durables,Telecommunications Equipment
UXIN,Miscellaneous,Business Services
VCNX,Health Care,Major Pharmaceuticals
VLRX,Health Care,Medical/Dental Instruments
VALX,n/a,n/a
VLY,Finance,Major Banks
VLYPO,Finance,Major Banks
VLYPP,Finance,Major Banks
VALU,Finance,Investment Managers
VNDA,Health Care,Major Pharmaceuticals
BBH,n/a,n/a
GNRX,n/a,n/a
PPH,n/a,n/a
VWOB,n/a,n/a
VNQI,n/a,n/a
VCIT,n/a,n/a
VGIT,n/a,n/a
VIGI,n/a,n/a
VYMI,n/a,n/a
VCLT,n/a,n/a
VGLT,n/a,n/a
VMBS,n/a,n/a
VONE,n/a,n/a
VONG,n/a,n/a
VONV,n/a,n/a
VTWO,n/a,n/a
VTWG,n/a,n/a
VTWV,n/a,n/a
VTHR,n/a,n/a
VCSH,n/a,n/a
VTIP,n/a,n/a
VGSH,n/a,n/a
BND,n/a,n/a
VTC,n/a,n/a
BNDX,n/a,n/a
VXUS,n/a,n/a
BNDW,n/a,n/a
VEAC,Finance,Business Services
VEACU,Finance,Business Services
VEACW,Finance,Business Services
VREX,Capital Goods,Industrial Machinery/Components
VRNS,Technology,Computer Software: Prepackaged Software
VBLT,Health Care,Major Pharmaceuticals
VXRT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VBIV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VTIQ,Finance,Business Services
VTIQU,Finance,Business Services
VTIQW,Finance,Business Services
VECO,Technology,Industrial Machinery/Components
VEON,Public Utilities,Telecommunications Equipment
VRA,Consumer Non-Durables,Apparel
VCYT,Health Care,Medical Specialities
VSTM,Health Care,Major Pharmaceuticals
VCEL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRNT,Technology,EDP Services
VRSN,Technology,EDP Services
VRSK,Technology,EDP Services
VBTX,Finance,Major Banks
VERI,Technology,EDP Services
VRML,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRNA,Health Care,Major Pharmaceuticals
VRRM,Consumer Services,Transportation Services
VRCA,Health Care,Major Pharmaceuticals
VTNR,Energy,Integrated oil Companies
VRTX,Health Care,Major Pharmaceuticals
VERU,Health Care,Major Pharmaceuticals
VIA,Consumer Services,Television Services
VIAB,Consumer Services,Television Services
VSAT,Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Technology,Semiconductors
VICL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Capital Goods,Industrial Machinery/Components
VCTR,Finance,Investment Managers
CIZ,n/a,n/a
VSDA,n/a,n/a
CEY,n/a,n/a
CEZ,n/a,n/a
CID,n/a,n/a
CIL,n/a,n/a
CFO,n/a,n/a
CFA,n/a,n/a
CSF,n/a,n/a
CDC,n/a,n/a
CDL,n/a,n/a
VSMV,n/a,n/a
CSB,n/a,n/a
CSA,n/a,n/a
VRAY,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX,Health Care,Major Pharmaceuticals
VKTXW,Health Care,Major Pharmaceuticals
VBFC,Finance,Major Banks
VLGEA,Consumer Services,Food Chains
VIOT,Consumer Durables,Consumer Electronics/Appliances
VNOM,Energy,Oil & Gas Production
VIRC,Consumer Durables,Industrial Specialties
VTSI,Consumer Services,Services-Misc. Amusement & Recreation
VIRT,Finance,Investment Bankers/Brokers/Service
VRTS,Finance,Investment Managers
VRTSP,Finance,Investment Managers
BBC,n/a,n/a
BBP,n/a,n/a
VRTU,Technology,EDP Services
VTGN,Health Care,Major Pharmaceuticals
VC,Capital Goods,Auto Parts:O.E.M.
VTL,Health Care,Major Pharmaceuticals
VIVE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VVPR,Public Utilities,Power Generation
VVUS,Health Care,Major Pharmaceuticals
VOD,Public Utilities,Telecommunications Equipment
VOXX,Consumer Non-Durables,Electronic Components
VYGR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VSEC,Consumer Services,Military/Government/Technical
VTVT,Health Care,Major Pharmaceuticals
VUZI,Technology,Radio And Television Broadcasting And Communications Equipment
WTRH,Miscellaneous,Business Services
WBA,Health Care,Medical/Nursing Services
WAFD,Finance,Major Banks
WASH,Finance,Major Banks
WSBF,Finance,Savings Institutions
WVE,Health Care,Major Pharmaceuticals
WSTG,Technology,Retail: Computer Software & Peripheral Equipment
WCFB,Finance,Major Banks
WDFC,Basic Industries,Major Chemicals
HHHHU,Finance,Business Services
WB,Technology,"Computer Software: Programming, Data Processing"
WTW,Consumer Services,Other Consumer Services
WEBK,Finance,Banks
WEN,Consumer Services,Restaurants
WERN,Transportation,Trucking Freight/Courier Services
WSBC,Finance,Major Banks
WTBA,Finance,Major Banks
WABC,Finance,Major Banks
WSTL,Public Utilities,Telecommunications Equipment
WINC,n/a,n/a
WBND,n/a,n/a
WDC,Technology,Electronic Components
WNEB,Finance,Savings Institutions
WPRT,Energy,Industrial Machinery/Components
WWR,Basic Industries,Precious Metals
WEYS,Consumer Non-Durables,Apparel
WHLR,Consumer Services,Real Estate Investment Trusts
WHLRD,Consumer Services,Real Estate Investment Trusts
WHLRP,Consumer Services,Real Estate Investment Trusts
WHLRW,Consumer Services,Real Estate Investment Trusts
WHF,n/a,n/a
WHFBZ,n/a,n/a
WHLM,Consumer Services,Professional Services
WVVI,Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,Consumer Services,Military/Government/Technical
WLFC,Consumer Durables,Industrial Specialties
WLTW,Finance,Specialty Insurers
WSC,n/a,n/a
WIN,Public Utilities,Telecommunications Equipment
WING,Consumer Services,Restaurants
WINA,Consumer Services,Other Specialty Stores
WINS,Finance,Finance: Consumer Services
WTFC,Finance,Major Banks
WTFCM,Finance,Major Banks
AGND,n/a,n/a
CXSE,n/a,n/a
EMCG,n/a,n/a
EMCB,n/a,n/a
DGRE,n/a,n/a
DXGE,n/a,n/a
HYZD,n/a,n/a
AGZD,n/a,n/a
WETF,Finance,Investment Bankers/Brokers/Service
DXJS,n/a,n/a
GULF,n/a,n/a
HYND,n/a,n/a
DGRW,n/a,n/a
DGRS,n/a,n/a
WIX,Technology,"Computer Software: Programming, Data Processing"
WWD,Energy,Industrial Machinery/Components
WDAY,Technology,EDP Services
WKHS,Capital Goods,Auto Manufacturing
WRLD,Finance,Finance: Consumer Services
WRTC,Capital Goods,Ordnance And Accessories
WMGI,Health Care,Industrial Specialties
WMGIZ,Health Care,Industrial Specialties
WSFS,Finance,Major Banks
WVFC,Finance,Banks
WYNN,Consumer Services,Hotels/Resorts
XBIT,Health Care,Major Pharmaceuticals
XELB,Miscellaneous,Multi-Sector Companies
XEL,Public Utilities,Power Generation
XNCR,Health Care,Major Pharmaceuticals
XBIO,Health Care,Major Pharmaceuticals
XENE,Health Care,Major Pharmaceuticals
XERS,Health Care,Major Pharmaceuticals
XGTI,Consumer Durables,Telecommunications Equipment
XLNX,Technology,Semiconductors
XOMA,Health Care,Major Pharmaceuticals
XPER,Technology,Semiconductors
XSPA,Consumer Services,Other Consumer Services
XTLB,Health Care,Major Pharmaceuticals
XNET,Technology,Computer Software: Prepackaged Software
YNDX,Technology,"Computer Software: Programming, Data Processing"
YRIV,Finance,Real Estate
YTRA,Consumer Services,Transportation Services
YTEN,Basic Industries,Containers/Packaging
YIN,Finance,Investment Bankers/Brokers/Service
YMAB,Health Care,Major Pharmaceuticals
YOGA,Consumer Services,Other Consumer Services
YGYI,Consumer Services,Catalog/Specialty Distribution
YRCW,Transportation,Trucking Freight/Courier Services
YY,Technology,EDP Services
ZFGN,Health Care,Major Pharmaceuticals
ZAGG,Consumer Services,Other Specialty Stores
ZLAB,Health Care,Major Pharmaceuticals
ZEAL,Health Care,Major Pharmaceuticals
ZBRA,Technology,Industrial Machinery/Components
Z,Miscellaneous,Business Services
ZG,Miscellaneous,Business Services
ZN,Energy,Oil & Gas Production
ZNWAA,Energy,Oil & Gas Production
ZION,Finance,Major Banks
ZIONW,Finance,Major Banks
ZIOP,Health Care,Major Pharmaceuticals
ZIXI,Technology,EDP Services
ZKIN,Capital Goods,Metal Fabrications
ZGNX,Health Care,Major Pharmaceuticals
ZSAN,Health Care,Major Pharmaceuticals
ZS,Technology,EDP Services
ZUMZ,Consumer Services,Clothing/Shoe/Accessory Stores
ZYNE,Health Care,Major Pharmaceuticals
ZYXI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ZNGA,Technology,EDP Services
